Date,1 mo,2 mo,3 mo,6 mo,1 yr,2 yr,3 yr,5 yr,7 yr,10 yr,20 yr,30 yr
01/04/16,0.17,,0.22,0.49,0.61,1.02,1.31,1.73,2.06,2.24,2.64,2.98
01/05/16,0.2,,0.2,0.49,0.68,1.04,1.32,1.73,2.06,2.25,2.67,3.01
01/06/16,0.21,,0.21,0.47,0.67,0.99,1.26,1.65,1.98,2.18,2.59,2.94
01/07/16,0.2,,0.2,0.46,0.66,0.96,1.22,1.61,1.94,2.16,2.56,2.92
01/08/16,0.2,,0.2,0.45,0.64,0.94,1.2,1.57,1.91,2.13,2.55,2.91
01/11/16,0.19,,0.21,0.48,0.63,0.94,1.2,1.58,1.94,2.17,2.59,2.96
01/12/16,0.22,,0.21,0.47,0.62,0.93,1.18,1.55,1.88,2.12,2.51,2.89
01/13/16,0.22,,0.22,0.46,0.6,0.91,1.15,1.51,1.85,2.08,2.47,2.85
01/14/16,0.22,,0.25,0.43,0.55,0.9,1.14,1.52,1.87,2.1,2.51,2.9
01/15/16,0.19,,0.24,0.37,0.49,0.85,1.08,1.46,1.79,2.03,2.44,2.81
01/19/16,0.21,,0.26,0.37,0.48,0.88,1.11,1.49,1.82,2.06,2.45,2.82
01/20/16,0.26,,0.26,0.35,0.43,0.85,1.06,1.44,1.76,2.01,2.41,2.77
01/21/16,0.27,,0.28,0.38,0.44,0.84,1.06,1.44,1.77,2.02,2.42,2.79
01/22/16,0.26,,0.31,0.41,0.47,0.88,1.11,1.49,1.81,2.07,2.46,2.83
01/25/16,0.25,,0.31,0.42,0.47,0.88,1.1,1.47,1.79,2.03,2.42,2.8
01/26/16,0.29,,0.31,0.45,0.47,0.85,1.07,1.45,1.76,2.01,2.41,2.79
01/27/16,0.28,,0.32,0.43,0.47,0.84,1.07,1.43,1.76,2.02,2.42,2.8
01/28/16,0.26,,0.35,0.45,0.47,0.83,1.05,1.4,1.75,2.0,2.41,2.79
01/29/16,0.22,,0.33,0.43,0.47,0.76,0.97,1.33,1.67,1.94,2.36,2.75
02/01/16,0.19,,0.35,0.47,0.47,0.81,1.01,1.38,1.72,1.97,2.38,2.77
02/02/16,0.26,,0.34,0.47,0.54,0.75,0.93,1.28,1.61,1.87,2.27,2.67
02/03/16,0.27,,0.33,0.46,0.54,0.72,0.91,1.27,1.61,1.88,2.3,2.7
02/04/16,0.24,,0.29,0.43,0.52,0.7,0.9,1.25,1.6,1.87,2.29,2.7
02/05/16,0.23,,0.3,0.45,0.55,0.74,0.91,1.25,1.58,1.86,2.27,2.68
02/08/16,0.21,,0.32,0.42,0.51,0.66,0.83,1.16,1.48,1.75,2.17,2.56
02/09/16,0.27,,0.3,0.43,0.52,0.69,0.85,1.15,1.47,1.74,2.16,2.55
02/10/16,0.27,,0.31,0.42,0.52,0.71,0.85,1.15,1.46,1.71,2.13,2.53
02/11/16,0.27,,0.28,0.39,0.47,0.64,0.81,1.11,1.39,1.63,2.06,2.5
02/12/16,0.26,,0.3,0.39,0.51,0.71,0.89,1.2,1.5,1.74,2.15,2.6
02/16/16,0.23,,0.3,0.42,0.51,0.74,0.91,1.23,1.53,1.78,2.19,2.64
02/17/16,0.28,,0.3,0.43,0.53,0.74,0.93,1.26,1.57,1.81,2.24,2.68
02/18/16,0.28,,0.3,0.45,0.53,0.71,0.88,1.21,1.51,1.75,2.17,2.62
02/19/16,0.26,,0.31,0.46,0.53,0.76,0.91,1.24,1.53,1.76,2.17,2.61
02/22/16,0.28,,0.33,0.46,0.55,0.78,0.92,1.25,1.54,1.77,2.18,2.62
02/23/16,0.28,,0.32,0.47,0.55,0.76,0.9,1.23,1.51,1.74,2.16,2.6
02/24/16,0.28,,0.33,0.46,0.55,0.75,0.9,1.21,1.52,1.75,2.16,2.61
02/25/16,0.27,,0.32,0.46,0.56,0.72,0.85,1.16,1.47,1.71,2.14,2.58
02/26/16,0.26,,0.33,0.47,0.6,0.8,0.93,1.23,1.55,1.76,2.2,2.63
02/29/16,0.23,,0.33,0.49,0.62,0.78,0.91,1.22,1.52,1.74,2.19,2.61
03/01/16,0.29,,0.33,0.5,0.68,0.85,0.98,1.31,1.62,1.83,2.28,2.7
03/02/16,0.28,,0.36,0.48,0.67,0.85,1.0,1.34,1.65,1.84,2.27,2.69
03/03/16,0.25,,0.28,0.46,0.65,0.85,0.99,1.33,1.63,1.83,2.23,2.65
03/04/16,0.25,,0.29,0.47,0.67,0.88,1.04,1.38,1.69,1.88,2.29,2.7
03/07/16,0.27,,0.32,0.49,0.67,0.91,1.08,1.42,1.72,1.91,2.3,2.71
03/08/16,0.27,,0.29,0.48,0.68,0.88,1.04,1.34,1.64,1.83,2.22,2.63
03/09/16,0.27,,0.3,0.47,0.68,0.9,1.07,1.39,1.69,1.9,2.27,2.68
03/10/16,0.27,,0.32,0.5,0.69,0.93,1.11,1.45,1.75,1.93,2.29,2.7
03/11/16,0.27,,0.33,0.51,0.7,0.97,1.16,1.49,1.79,1.98,2.34,2.75
03/14/16,0.28,,0.34,0.52,0.7,0.97,1.15,1.49,1.78,1.97,2.33,2.74
03/15/16,0.29,,0.34,0.52,0.71,0.98,1.16,1.5,1.78,1.97,2.33,2.73
03/16/16,0.28,,0.31,0.47,0.66,0.87,1.05,1.41,1.72,1.94,2.32,2.73
03/17/16,0.29,,0.29,0.47,0.64,0.87,1.04,1.39,1.7,1.91,2.28,2.69
03/18/16,0.27,,0.3,0.44,0.62,0.84,1.0,1.34,1.66,1.88,2.26,2.68
03/21/16,0.26,,0.31,0.46,0.63,0.87,1.05,1.38,1.7,1.92,2.31,2.72
03/22/16,0.28,,0.3,0.46,0.64,0.91,1.08,1.42,1.74,1.94,2.32,2.72
03/23/16,0.27,,0.3,0.46,0.64,0.87,1.03,1.37,1.67,1.88,2.25,2.65
03/24/16,0.24,,0.3,0.46,0.63,0.89,1.05,1.39,1.7,1.91,2.28,2.67
03/28/16,0.19,,0.29,0.49,0.65,0.89,1.04,1.37,1.68,1.89,2.26,2.66
03/29/16,0.18,,0.23,0.45,0.63,0.78,0.94,1.29,1.59,1.81,2.2,2.6
03/30/16,0.14,,0.2,0.39,0.61,0.76,0.91,1.26,1.6,1.83,2.24,2.65
03/31/16,0.18,,0.21,0.39,0.59,0.73,0.87,1.21,1.54,1.78,2.2,2.61
04/01/16,0.2,,0.23,0.4,0.62,0.76,0.9,1.24,1.56,1.79,2.2,2.62
04/04/16,0.18,,0.23,0.38,0.59,0.75,0.88,1.22,1.53,1.78,2.19,2.6
04/05/16,0.19,,0.23,0.36,0.56,0.72,0.85,1.17,1.49,1.73,2.13,2.54
04/06/16,0.19,,0.23,0.36,0.55,0.73,0.88,1.2,1.52,1.76,2.17,2.58
04/07/16,0.2,,0.23,0.36,0.52,0.7,0.83,1.14,1.46,1.7,2.1,2.52
04/08/16,0.2,,0.23,0.34,0.54,0.7,0.84,1.16,1.47,1.72,2.13,2.55
04/11/16,0.19,,0.23,0.34,0.53,0.7,0.85,1.16,1.48,1.73,2.14,2.56
04/12/16,0.21,,0.22,0.34,0.54,0.74,0.9,1.22,1.54,1.79,2.18,2.61
04/13/16,0.21,,0.23,0.36,0.55,0.75,0.9,1.22,1.53,1.77,2.16,2.58
04/14/16,0.21,,0.22,0.37,0.55,0.77,0.92,1.26,1.57,1.8,2.18,2.61
04/15/16,0.19,,0.22,0.37,0.53,0.74,0.87,1.22,1.52,1.76,2.14,2.56
04/18/16,0.16,,0.22,0.35,0.52,0.75,0.9,1.24,1.54,1.78,2.17,2.58
04/19/16,0.18,,0.21,0.36,0.53,0.77,0.92,1.26,1.57,1.79,2.19,2.6
04/20/16,0.18,,0.23,0.36,0.54,0.8,0.97,1.32,1.63,1.85,2.25,2.66
04/21/16,0.19,,0.23,0.37,0.56,0.82,0.98,1.35,1.65,1.88,2.29,2.69
04/22/16,0.19,,0.23,0.38,0.56,0.84,1.01,1.37,1.67,1.89,2.3,2.7
04/25/16,0.17,,0.25,0.4,0.57,0.85,1.01,1.38,1.69,1.91,2.32,2.72
04/26/16,0.19,,0.24,0.43,0.61,0.86,1.04,1.4,1.72,1.94,2.35,2.76
04/27/16,0.18,,0.24,0.4,0.58,0.83,0.99,1.33,1.64,1.87,2.3,2.71
04/28/16,0.17,,0.22,0.39,0.56,0.78,0.93,1.28,1.6,1.84,2.27,2.68
04/29/16,0.16,,0.22,0.4,0.56,0.77,0.92,1.28,1.6,1.83,2.26,2.66
05/02/16,0.11,,0.22,0.41,0.55,0.8,0.96,1.32,1.64,1.88,2.31,2.71
05/03/16,0.18,,0.21,0.4,0.53,0.75,0.92,1.25,1.57,1.81,2.24,2.66
05/04/16,0.18,,0.19,0.39,0.52,0.75,0.89,1.23,1.55,1.79,2.22,2.64
05/05/16,0.2,,0.2,0.39,0.51,0.72,0.87,1.2,1.52,1.76,2.17,2.6
05/06/16,0.2,,0.19,0.39,0.51,0.74,0.9,1.23,1.55,1.79,2.2,2.62
05/09/16,0.21,,0.24,0.38,0.51,0.72,0.86,1.2,1.51,1.77,2.18,2.61
05/10/16,0.25,,0.24,0.36,0.52,0.72,0.88,1.2,1.52,1.77,2.18,2.61
05/11/16,0.25,,0.26,0.37,0.53,0.74,0.87,1.2,1.51,1.73,2.15,2.58
05/12/16,0.25,,0.27,0.37,0.54,0.76,0.92,1.24,1.54,1.75,2.18,2.6
05/13/16,0.25,,0.29,0.38,0.55,0.76,0.91,1.22,1.51,1.71,2.14,2.55
05/16/16,0.21,,0.28,0.38,0.57,0.79,0.94,1.26,1.55,1.75,2.18,2.59
05/17/16,0.25,,0.28,0.4,0.58,0.82,0.97,1.29,1.57,1.76,2.18,2.59
05/18/16,0.25,,0.3,0.43,0.63,0.9,1.08,1.41,1.69,1.87,2.27,2.67
05/19/16,0.25,,0.31,0.43,0.64,0.89,1.06,1.38,1.67,1.85,2.24,2.64
05/20/16,0.26,,0.33,0.46,0.67,0.89,1.05,1.38,1.65,1.85,2.24,2.63
05/23/16,0.26,,0.35,0.48,0.69,0.91,1.05,1.38,1.65,1.84,2.23,2.63
05/24/16,0.28,,0.35,0.48,0.69,0.92,1.08,1.41,1.68,1.86,2.25,2.65
05/25/16,0.24,,0.33,0.47,0.67,0.92,1.08,1.4,1.69,1.87,2.27,2.67
05/26/16,0.17,,0.31,0.46,0.65,0.87,1.03,1.35,1.65,1.83,2.24,2.64
05/27/16,0.23,,0.32,0.47,0.68,0.9,1.06,1.39,1.67,1.85,2.25,2.65
05/31/16,0.27,,0.34,0.49,0.68,0.87,1.03,1.37,1.66,1.84,2.23,2.64
06/01/16,0.27,,0.3,0.49,0.7,0.91,1.07,1.39,1.67,1.85,2.22,2.63
06/02/16,0.19,,0.29,0.48,0.68,0.89,1.03,1.36,1.63,1.81,2.17,2.58
06/03/16,0.19,,0.3,0.43,0.6,0.78,0.92,1.23,1.5,1.71,2.09,2.52
06/06/16,0.19,,0.28,0.43,0.6,0.8,0.94,1.25,1.53,1.73,2.12,2.55
06/07/16,0.2,,0.28,0.43,0.59,0.78,0.94,1.23,1.51,1.72,2.1,2.54
06/08/16,0.2,,0.24,0.43,0.6,0.78,0.93,1.23,1.51,1.71,2.08,2.51
06/09/16,0.21,,0.26,0.43,0.59,0.77,0.91,1.22,1.49,1.68,2.05,2.48
06/10/16,0.18,,0.26,0.42,0.57,0.73,0.87,1.17,1.44,1.64,2.02,2.44
06/13/16,0.23,,0.27,0.4,0.55,0.73,0.84,1.14,1.42,1.62,2.01,2.43
06/14/16,0.24,,0.27,0.41,0.55,0.74,0.85,1.15,1.42,1.62,2.0,2.43
06/15/16,0.23,,0.26,0.37,0.52,0.69,0.81,1.1,1.38,1.6,1.99,2.43
06/16/16,0.23,,0.27,0.36,0.53,0.7,0.81,1.1,1.37,1.57,1.96,2.39
06/17/16,0.22,,0.27,0.37,0.51,0.7,0.83,1.13,1.41,1.62,1.99,2.43
06/20/16,0.23,,0.28,0.41,0.56,0.74,0.87,1.17,1.45,1.67,2.03,2.47
06/21/16,0.25,,0.27,0.41,0.57,0.76,0.89,1.22,1.49,1.71,2.07,2.5
06/22/16,0.25,,0.27,0.4,0.56,0.75,0.88,1.2,1.49,1.69,2.06,2.5
06/23/16,0.27,,0.31,0.43,0.58,0.78,0.92,1.25,1.54,1.74,2.12,2.55
06/24/16,0.24,,0.27,0.38,0.48,0.64,0.76,1.08,1.35,1.57,1.96,2.42
06/27/16,0.22,,0.27,0.35,0.45,0.61,0.7,1.0,1.26,1.46,1.83,2.28
06/28/16,0.25,,0.26,0.35,0.45,0.61,0.71,1.0,1.26,1.46,1.83,2.27
06/29/16,0.18,,0.26,0.35,0.46,0.62,0.74,1.03,1.3,1.5,1.86,2.3
06/30/16,0.2,,0.26,0.36,0.45,0.58,0.71,1.01,1.29,1.49,1.86,2.3
07/01/16,0.24,,0.28,0.37,0.45,0.59,0.71,1.0,1.27,1.46,1.81,2.24
07/05/16,0.27,,0.28,0.35,0.44,0.56,0.66,0.94,1.19,1.37,1.72,2.14
07/06/16,0.26,,0.27,0.36,0.46,0.58,0.69,0.95,1.2,1.38,1.72,2.14
07/07/16,0.27,,0.29,0.37,0.47,0.58,0.69,0.97,1.21,1.4,1.72,2.14
07/08/16,0.26,,0.28,0.36,0.48,0.61,0.71,0.95,1.19,1.37,1.69,2.11
07/11/16,0.28,,0.31,0.4,0.5,0.66,0.77,1.03,1.27,1.43,1.73,2.14
07/12/16,0.29,,0.29,0.4,0.52,0.69,0.81,1.1,1.35,1.53,1.82,2.24
07/13/16,0.29,,0.31,0.4,0.51,0.68,0.8,1.07,1.32,1.48,1.77,2.18
07/14/16,0.29,,0.32,0.41,0.53,0.68,0.82,1.1,1.36,1.53,1.84,2.25
07/15/16,0.27,,0.32,0.42,0.52,0.71,0.87,1.15,1.42,1.6,1.9,2.3
07/18/16,0.26,,0.32,0.44,0.52,0.68,0.85,1.14,1.4,1.59,1.9,2.3
07/19/16,0.29,,0.31,0.44,0.56,0.7,0.84,1.12,1.38,1.56,1.88,2.27
07/20/16,0.28,,0.32,0.44,0.56,0.73,0.86,1.15,1.41,1.59,1.91,2.3
07/21/16,0.28,,0.32,0.44,0.54,0.7,0.82,1.11,1.38,1.57,1.9,2.29
07/22/16,0.29,,0.33,0.44,0.55,0.71,0.84,1.13,1.4,1.57,1.9,2.29
07/25/16,0.28,,0.32,0.44,0.55,0.72,0.87,1.15,1.41,1.58,1.9,2.29
07/26/16,0.24,,0.31,0.43,0.55,0.75,0.87,1.15,1.4,1.57,1.89,2.28
07/27/16,0.25,,0.31,0.4,0.53,0.73,0.83,1.1,1.35,1.52,1.84,2.23
07/28/16,0.19,,0.25,0.39,0.53,0.72,0.82,1.09,1.35,1.52,1.83,2.23
07/29/16,0.19,,0.28,0.38,0.5,0.67,0.76,1.03,1.29,1.46,1.78,2.18
08/01/16,0.2,,0.29,0.4,0.5,0.67,0.78,1.06,1.33,1.51,1.84,2.24
08/02/16,0.28,,0.29,0.41,0.5,0.67,0.79,1.07,1.36,1.55,1.88,2.29
08/03/16,0.26,,0.28,0.42,0.53,0.67,0.78,1.07,1.35,1.55,1.88,2.29
08/04/16,0.24,,0.26,0.41,0.51,0.64,0.76,1.03,1.31,1.51,1.84,2.25
08/05/16,0.23,,0.28,0.45,0.56,0.72,0.86,1.13,1.41,1.59,1.91,2.32
08/08/16,0.27,,0.31,0.45,0.57,0.74,0.86,1.15,1.42,1.59,1.91,2.3
08/09/16,0.27,,0.29,0.44,0.55,0.71,0.84,1.11,1.38,1.55,1.86,2.25
08/10/16,0.27,,0.28,0.43,0.55,0.69,0.8,1.07,1.34,1.5,1.83,2.23
08/11/16,0.27,,0.28,0.45,0.55,0.76,0.88,1.16,1.42,1.57,1.89,2.28
08/12/16,0.27,,0.29,0.43,0.56,0.71,0.82,1.1,1.36,1.51,1.85,2.23
08/15/16,0.26,,0.31,0.46,0.56,0.72,0.85,1.14,1.4,1.55,1.9,2.27
08/16/16,0.27,,0.27,0.45,0.57,0.76,0.87,1.16,1.42,1.57,1.92,2.29
08/17/16,0.27,,0.3,0.46,0.58,0.74,0.86,1.15,1.41,1.56,1.9,2.27
08/18/16,0.27,,0.3,0.44,0.58,0.71,0.81,1.12,1.38,1.53,1.89,2.26
08/19/16,0.27,,0.3,0.44,0.59,0.76,0.88,1.17,1.43,1.58,1.93,2.29
08/22/16,0.24,,0.29,0.45,0.58,0.76,0.86,1.15,1.4,1.55,1.88,2.24
08/23/16,0.28,,0.3,0.45,0.58,0.74,0.86,1.15,1.4,1.55,1.88,2.24
