Date,1 mo,2 mo,3 mo,6 mo,1 yr,2 yr,3 yr,5 yr,7 yr,10 yr,20 yr,30 yr
01/29/20,1.52,1.55,1.56,1.57,1.51,1.42,1.39,1.41,1.51,1.6,1.89,2.05
01/30/20,1.59,1.58,1.57,1.57,1.48,1.41,1.37,1.39,1.49,1.57,1.88,2.04
01/31/20,1.56,1.57,1.55,1.54,1.45,1.33,1.3,1.32,1.42,1.51,1.83,1.99
02/03/20,1.56,1.57,1.57,1.56,1.46,1.36,1.34,1.35,1.45,1.54,1.84,2.01
02/04/20,1.55,1.57,1.57,1.57,1.48,1.41,1.4,1.42,1.52,1.61,1.91,2.08
02/05/20,1.55,1.56,1.57,1.57,1.49,1.44,1.43,1.46,1.57,1.66,1.97,2.14
02/06/20,1.59,1.59,1.57,1.58,1.51,1.44,1.43,1.45,1.56,1.65,1.94,2.11
02/07/20,1.57,1.58,1.56,1.57,1.49,1.41,1.39,1.41,1.51,1.59,1.89,2.05
02/10/20,1.58,1.58,1.58,1.58,1.45,1.37,1.36,1.38,1.47,1.56,1.87,2.03
02/11/20,1.57,1.58,1.57,1.55,1.48,1.41,1.39,1.4,1.5,1.59,1.89,2.05
02/12/20,1.57,1.59,1.58,1.56,1.49,1.44,1.42,1.45,1.55,1.62,1.93,2.09
02/13/20,1.59,1.59,1.59,1.56,1.48,1.44,1.42,1.43,1.53,1.61,1.91,2.07
02/14/20,1.6,1.6,1.58,1.56,1.49,1.42,1.4,1.42,1.51,1.59,1.89,2.04
02/18/20,1.61,1.6,1.58,1.56,1.47,1.41,1.37,1.39,1.48,1.55,1.85,2.0
02/19/20,1.61,1.61,1.58,1.56,1.47,1.42,1.39,1.41,1.5,1.56,1.86,2.01
02/20/20,1.61,1.6,1.58,1.55,1.46,1.39,1.35,1.37,1.45,1.52,1.81,1.97
02/21/20,1.6,1.6,1.56,1.53,1.43,1.34,1.3,1.3,1.39,1.46,1.75,1.9
02/24/20,1.6,1.59,1.53,1.49,1.35,1.26,1.21,1.21,1.3,1.38,1.68,1.84
02/25/20,1.59,1.58,1.53,1.47,1.3,1.2,1.16,1.16,1.25,1.33,1.63,1.8
02/26/20,1.59,1.56,1.53,1.42,1.26,1.16,1.14,1.14,1.25,1.33,1.64,1.81
02/27/20,1.56,1.53,1.45,1.33,1.18,1.11,1.08,1.11,1.22,1.3,1.61,1.79
02/28/20,1.45,1.37,1.27,1.11,0.97,0.86,0.85,0.89,1.03,1.13,1.46,1.65
03/02/20,1.41,1.27,1.13,0.95,0.89,0.84,0.85,0.88,1.01,1.1,1.46,1.66
03/03/20,1.11,1.05,0.95,0.83,0.73,0.71,0.72,0.77,0.91,1.02,1.44,1.64
03/04/20,1.0,0.87,0.72,0.68,0.59,0.67,0.68,0.75,0.9,1.02,1.45,1.67
03/05/20,0.92,0.83,0.62,0.53,0.48,0.59,0.61,0.67,0.81,0.92,1.34,1.56
03/06/20,0.79,0.64,0.45,0.41,0.39,0.49,0.53,0.58,0.69,0.74,1.09,1.25
03/09/20,0.57,0.52,0.33,0.27,0.31,0.38,0.4,0.46,0.56,0.54,0.87,0.99
03/10/20,0.57,0.55,0.44,0.43,0.43,0.5,0.58,0.63,0.73,0.76,1.16,1.28
03/11/20,0.42,0.42,0.42,0.4,0.4,0.5,0.58,0.66,0.78,0.82,1.13,1.3
03/12/20,0.41,0.33,0.33,0.37,0.39,0.5,0.58,0.66,0.82,0.88,1.27,1.49
03/13/20,0.33,0.3,0.28,0.38,0.38,0.49,0.58,0.7,0.89,0.94,1.31,1.56
03/16/20,0.25,0.25,0.24,0.29,0.29,0.36,0.43,0.49,0.67,0.73,1.1,1.34
03/17/20,0.12,0.18,0.19,0.24,0.3,0.47,0.54,0.66,0.91,1.02,1.45,1.63
03/18/20,0.04,0.03,0.02,0.08,0.21,0.54,0.66,0.79,1.08,1.18,1.6,1.77
03/19/20,0.04,0.04,0.04,0.06,0.2,0.44,0.53,0.66,1.0,1.12,1.56,1.78
03/20/20,0.04,0.05,0.05,0.05,0.15,0.37,0.41,0.52,0.82,0.92,1.35,1.55
03/23/20,0.01,0.04,0.02,0.08,0.17,0.28,0.31,0.38,0.63,0.76,1.12,1.33
03/24/20,0.01,0.01,0.01,0.09,0.25,0.38,0.44,0.52,0.75,0.84,1.19,1.39
03/25/20,0.0,0.0,0.0,0.07,0.19,0.34,0.41,0.56,0.77,0.88,1.23,1.45
03/26/20,0.01,0.01,0.0,0.04,0.13,0.3,0.36,0.51,0.72,0.83,1.2,1.42
03/27/20,0.01,0.03,0.03,0.02,0.11,0.25,0.3,0.41,0.6,0.72,1.09,1.29
03/30/20,0.04,0.07,0.12,0.12,0.14,0.23,0.29,0.39,0.57,0.7,1.1,1.31
03/31/20,0.05,0.12,0.11,0.15,0.17,0.23,0.29,0.37,0.55,0.7,1.15,1.35
04/01/20,0.03,0.07,0.09,0.14,0.16,0.23,0.28,0.37,0.51,0.62,1.04,1.27
04/02/20,0.09,0.1,0.09,0.15,0.14,0.23,0.29,0.39,0.53,0.63,1.04,1.26
04/03/20,0.09,0.11,0.1,0.15,0.15,0.23,0.3,0.39,0.52,0.62,1.05,1.24
04/06/20,0.09,0.13,0.15,0.17,0.2,0.27,0.35,0.44,0.58,0.67,1.08,1.27
04/07/20,0.1,0.13,0.14,0.2,0.2,0.28,0.36,0.48,0.64,0.75,1.13,1.32
04/08/20,0.14,0.17,0.22,0.24,0.23,0.27,0.34,0.47,0.65,0.77,1.18,1.37
04/09/20,0.2,0.27,0.25,0.24,0.25,0.23,0.29,0.41,0.6,0.73,1.15,1.35
04/13/20,0.17,0.29,0.26,0.27,0.27,0.25,0.31,0.44,0.63,0.76,1.19,1.39
04/14/20,0.17,0.19,0.2,0.24,0.25,0.23,0.29,0.42,0.61,0.76,1.19,1.41
04/15/20,0.14,0.15,0.14,0.19,0.19,0.2,0.24,0.34,0.49,0.63,1.06,1.27
04/16/20,0.14,0.15,0.14,0.18,0.17,0.2,0.25,0.35,0.5,0.61,1.01,1.21
04/17/20,0.12,0.12,0.12,0.16,0.16,0.2,0.26,0.36,0.53,0.65,1.08,1.27
04/20/20,0.1,0.1,0.12,0.15,0.15,0.2,0.26,0.35,0.51,0.63,1.04,1.23
04/21/20,0.08,0.08,0.11,0.14,0.17,0.2,0.24,0.34,0.48,0.58,0.98,1.17
04/22/20,0.09,0.09,0.12,0.14,0.16,0.22,0.26,0.37,0.52,0.63,1.03,1.22
04/23/20,0.09,0.12,0.11,0.14,0.17,0.22,0.26,0.37,0.51,0.61,0.99,1.18
04/24/20,0.1,0.11,0.12,0.14,0.18,0.22,0.26,0.36,0.51,0.6,0.98,1.17
04/27/20,0.09,0.13,0.12,0.15,0.17,0.24,0.29,0.41,0.56,0.67,1.06,1.25
04/28/20,0.08,0.09,0.11,0.13,0.16,0.2,0.26,0.37,0.52,0.62,1.0,1.2
04/29/20,0.1,0.09,0.1,0.12,0.18,0.2,0.24,0.36,0.52,0.63,1.02,1.24
04/30/20,0.1,0.1,0.09,0.11,0.16,0.2,0.24,0.36,0.53,0.64,1.05,1.28
05/01/20,0.1,0.11,0.12,0.12,0.17,0.2,0.25,0.36,0.53,0.64,1.04,1.27
05/04/20,0.1,0.1,0.13,0.14,0.16,0.19,0.24,0.36,0.52,0.64,1.05,1.29
05/05/20,0.09,0.11,0.13,0.15,0.16,0.19,0.24,0.36,0.53,0.66,1.07,1.32
05/06/20,0.08,0.1,0.12,0.16,0.16,0.17,0.24,0.37,0.57,0.72,1.16,1.41
05/07/20,0.1,0.11,0.11,0.14,0.15,0.13,0.19,0.29,0.49,0.63,1.05,1.31
05/08/20,0.1,0.11,0.12,0.15,0.15,0.16,0.21,0.33,0.53,0.69,1.12,1.39
05/11/20,0.09,0.11,0.12,0.16,0.16,0.17,0.24,0.36,0.56,0.73,1.16,1.43
05/12/20,0.1,0.11,0.13,0.16,0.16,0.17,0.22,0.34,0.53,0.69,1.11,1.38
05/13/20,0.1,0.1,0.13,0.15,0.15,0.16,0.2,0.31,0.5,0.64,1.07,1.35
05/14/20,0.09,0.1,0.12,0.15,0.15,0.16,0.2,0.31,0.48,0.63,1.03,1.3
05/15/20,0.09,0.09,0.12,0.15,0.15,0.16,0.19,0.31,0.49,0.64,1.05,1.32
05/18/20,0.1,0.11,0.13,0.15,0.17,0.18,0.24,0.38,0.57,0.73,1.17,1.44
05/19/20,0.09,0.11,0.13,0.15,0.16,0.17,0.22,0.35,0.54,0.7,1.15,1.43
05/20/20,0.08,0.11,0.12,0.14,0.16,0.16,0.21,0.34,0.53,0.68,1.19,1.4
05/21/20,0.09,0.11,0.12,0.14,0.16,0.17,0.21,0.35,0.53,0.68,1.16,1.4
05/22/20,0.09,0.11,0.12,0.16,0.17,0.17,0.21,0.34,0.51,0.66,1.12,1.37
05/26/20,0.1,0.12,0.14,0.17,0.17,0.18,0.22,0.35,0.53,0.69,1.19,1.43
05/27/20,0.11,0.14,0.15,0.17,0.18,0.19,0.22,0.34,0.52,0.68,1.19,1.44
05/28/20,0.14,0.15,0.15,0.18,0.17,0.17,0.22,0.34,0.54,0.7,1.23,1.47
05/29/20,0.13,0.14,0.14,0.18,0.17,0.16,0.19,0.3,0.5,0.65,1.18,1.41
06/01/20,0.12,0.14,0.14,0.18,0.17,0.14,0.2,0.31,0.5,0.66,1.22,1.46
06/02/20,0.12,0.13,0.15,0.18,0.17,0.17,0.2,0.32,0.52,0.68,1.24,1.48
06/03/20,0.12,0.14,0.16,0.19,0.17,0.19,0.26,0.38,0.59,0.77,1.32,1.56
06/04/20,0.13,0.15,0.15,0.18,0.17,0.19,0.26,0.4,0.63,0.82,1.38,1.61
06/05/20,0.13,0.14,0.15,0.18,0.18,0.22,0.29,0.47,0.71,0.91,1.46,1.68
06/08/20,0.15,0.15,0.17,0.19,0.19,0.22,0.29,0.45,0.69,0.88,1.43,1.65
06/09/20,0.14,0.17,0.19,0.19,0.19,0.2,0.25,0.4,0.65,0.84,1.37,1.59
06/10/20,0.13,0.16,0.17,0.19,0.18,0.17,0.22,0.33,0.56,0.75,1.31,1.53
06/11/20,0.14,0.16,0.17,0.18,0.19,0.19,0.22,0.32,0.51,0.66,1.19,1.41
06/12/20,0.14,0.15,0.16,0.18,0.18,0.19,0.22,0.33,0.54,0.71,1.24,1.45
06/15/20,0.15,0.16,0.18,0.19,0.17,0.19,0.22,0.33,0.54,0.71,1.24,1.45
06/16/20,0.14,0.15,0.17,0.19,0.18,0.21,0.23,0.34,0.56,0.75,1.31,1.54
06/17/20,0.13,0.15,0.17,0.18,0.19,0.19,0.23,0.34,0.55,0.74,1.3,1.52
06/18/20,0.13,0.14,0.16,0.17,0.19,0.19,0.22,0.34,0.54,0.71,1.24,1.47
06/19/20,0.13,0.14,0.15,0.17,0.18,0.19,0.22,0.33,0.53,0.7,1.23,1.47
06/22/20,0.14,0.15,0.16,0.18,0.17,0.19,0.22,0.34,0.54,0.71,1.23,1.46
06/23/20,0.12,0.14,0.16,0.17,0.18,0.18,0.22,0.33,0.54,0.72,1.25,1.49
06/24/20,0.11,0.14,0.15,0.17,0.17,0.19,0.21,0.33,0.52,0.69,1.21,1.44
06/25/20,0.13,0.14,0.16,0.17,0.17,0.17,0.21,0.32,0.53,0.68,1.2,1.43
06/26/20,0.12,0.15,0.14,0.17,0.17,0.17,0.19,0.3,0.49,0.64,1.15,1.37
06/29/20,0.11,0.14,0.14,0.18,0.16,0.16,0.18,0.28,0.47,0.64,1.16,1.39
06/30/20,0.13,0.14,0.16,0.18,0.16,0.16,0.18,0.29,0.49,0.66,1.18,1.41
07/01/20,0.12,0.12,0.14,0.17,0.16,0.17,0.19,0.31,0.52,0.69,1.2,1.43
07/02/20,0.13,0.14,0.14,0.16,0.16,0.16,0.19,0.29,0.5,0.68,1.2,1.43
07/06/20,0.12,0.14,0.15,0.16,0.16,0.16,0.19,0.31,0.51,0.69,1.21,1.45
07/07/20,0.12,0.14,0.15,0.17,0.15,0.16,0.19,0.29,0.48,0.65,1.15,1.38
07/08/20,0.11,0.13,0.15,0.17,0.15,0.16,0.19,0.3,0.49,0.67,1.16,1.39
07/09/20,0.11,0.12,0.13,0.16,0.15,0.16,0.18,0.28,0.46,0.62,1.09,1.32
07/10/20,0.1,0.12,0.13,0.15,0.15,0.16,0.19,0.3,0.49,0.65,1.12,1.33
07/13/20,0.11,0.12,0.14,0.15,0.16,0.16,0.19,0.3,0.48,0.64,1.11,1.33
07/14/20,0.11,0.14,0.15,0.14,0.17,0.14,0.19,0.28,0.47,0.63,1.09,1.3
07/15/20,0.12,0.13,0.16,0.15,0.15,0.16,0.18,0.28,0.47,0.64,1.11,1.33
07/16/20,0.12,0.11,0.11,0.13,0.14,0.16,0.17,0.28,0.46,0.62,1.09,1.31
07/17/20,0.11,0.11,0.11,0.13,0.14,0.14,0.18,0.29,0.47,0.64,1.11,1.33
07/20/20,0.11,0.12,0.13,0.14,0.14,0.16,0.18,0.29,0.47,0.62,1.1,1.32
07/21/20,0.09,0.11,0.13,0.13,0.15,0.14,0.17,0.27,0.45,0.61,1.09,1.31
07/22/20,0.09,0.12,0.13,0.14,0.14,0.14,0.17,0.27,0.45,0.6,1.08,1.29
07/23/20,0.09,0.11,0.12,0.13,0.14,0.16,0.16,0.27,0.44,0.59,1.03,1.24
07/24/20,0.1,0.11,0.11,0.14,0.16,0.14,0.17,0.27,0.44,0.59,1.03,1.23
07/27/20,0.1,0.1,0.11,0.14,0.14,0.15,0.18,0.3,0.46,0.62,1.05,1.25
07/28/20,0.09,0.11,0.11,0.12,0.14,0.14,0.16,0.26,0.44,0.59,1.01,1.22
07/29/20,0.09,0.1,0.11,0.12,0.13,0.12,0.15,0.25,0.43,0.58,1.03,1.24
07/30/20,0.1,0.1,0.09,0.11,0.11,0.11,0.14,0.23,0.4,0.55,0.98,1.2
07/31/20,0.09,0.09,0.09,0.1,0.11,0.11,0.11,0.21,0.39,0.55,0.98,1.2
08/03/20,0.09,0.09,0.1,0.11,0.12,0.11,0.13,0.22,0.4,0.56,1.01,1.23
08/04/20,0.09,0.09,0.09,0.11,0.14,0.11,0.1,0.19,0.36,0.52,0.96,1.19
08/05/20,0.08,0.09,0.1,0.12,0.12,0.11,0.13,0.22,0.39,0.55,1.0,1.22
08/06/20,0.07,0.11,0.1,0.11,0.14,0.11,0.13,0.21,0.39,0.55,0.98,1.2
08/07/20,0.08,0.09,0.1,0.12,0.14,0.13,0.14,0.23,0.41,0.57,1.01,1.23
08/10/20,0.09,0.11,0.11,0.13,0.13,0.14,0.15,0.24,0.42,0.59,1.04,1.25
08/11/20,0.08,0.1,0.11,0.12,0.15,0.16,0.18,0.27,0.46,0.64,1.1,1.32
08/12/20,0.08,0.1,0.11,0.12,0.13,0.16,0.19,0.3,0.5,0.69,1.15,1.37
08/13/20,0.08,0.1,0.1,0.12,0.14,0.16,0.19,0.32,0.52,0.71,1.2,1.42
08/14/20,0.09,0.1,0.1,0.12,0.13,0.14,0.18,0.29,0.51,0.71,1.21,1.45
08/17/20,0.09,0.1,0.1,0.12,0.13,0.14,0.18,0.29,0.49,0.69,1.19,1.43
08/18/20,0.08,0.09,0.09,0.13,0.13,0.14,0.17,0.27,0.47,0.67,1.16,1.4
08/19/20,0.07,0.09,0.11,0.12,0.13,0.14,0.17,0.29,0.48,0.68,1.2,1.42
08/20/20,0.08,0.09,0.11,0.13,0.12,0.13,0.15,0.26,0.46,0.65,1.15,1.38
08/21/20,0.07,0.09,0.1,0.12,0.13,0.16,0.16,0.27,0.46,0.64,1.13,1.35
08/24/20,0.09,0.1,0.12,0.12,0.14,0.14,0.18,0.28,0.47,0.65,1.14,1.35
08/25/20,0.08,0.1,0.11,0.12,0.13,0.15,0.18,0.3,0.49,0.69,1.18,1.39
